area,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,waterlogging,historical_flood,elevation,drainage_efficiency,urban_density,slope,previous_risk,risk_score_24h,risk_label_24h
Sholinganallur,16,37,105,105,77,78,20,70,33,71,25,48,67.21,HIGH
Sholinganallur,10,102,135,180,144,42,57,53,89,91,3,22,80.28,SEVERE
Sholinganallur,56,25,50,119,203,75,89,19,35,72,20,12,100.0,SEVERE
Sholinganallur,23,102,99,139,188,69,63,12,42,90,3,67,100.0,SEVERE
Sholinganallur,19,118,39,53,63,63,92,17,79,83,9,15,82.95,SEVERE
Sholinganallur,19,66,153,218,185,33,32,50,32,71,27,77,94.38,SEVERE
Sholinganallur,30,75,61,211,243,38,40,37,23,93,27,36,100.0,SEVERE
Sholinganallur,28,50,50,187,190,89,0,52,62,77,34,41,97.16,SEVERE
Sholinganallur,49,37,55,75,115,19,48,54,41,48,20,16,65.84,HIGH
Sholinganallur,42,44,76,74,171,22,68,24,62,72,22,70,86.37,SEVERE
Sholinganallur,30,95,84,156,158,87,27,43,32,78,3,42,100.0,SEVERE
Sholinganallur,48,53,90,75,202,77,45,9,24,80,32,79,100.0,SEVERE
Sholinganallur,23,27,146,122,159,39,31,78,81,81,14,67,82.9,SEVERE
Sholinganallur,21,90,43,172,180,15,50,21,55,40,25,50,87.67,SEVERE
Sholinganallur,61,80,56,135,200,88,60,17,70,44,12,83,100.0,SEVERE
Sholinganallur,38,88,136,91,248,92,11,62,53,80,20,27,100.0,SEVERE
Sholinganallur,76,102,74,196,131,57,32,44,59,81,17,52,85.32,SEVERE
Sholinganallur,51,28,161,71,234,74,94,6,36,43,15,82,100.0,SEVERE
Sholinganallur,77,20,149,103,198,74,68,36,65,68,22,46,100.0,SEVERE
Sholinganallur,40,92,161,67,96,53,70,17,44,42,3,21,62.7,HIGH
Sholinganallur,49,37,168,97,90,21,35,60,49,66,13,85,58.73,HIGH
Sholinganallur,45,73,163,161,222,13,85,76,70,97,20,32,100.0,SEVERE
Sholinganallur,21,40,77,143,89,75,10,75,70,60,14,65,58.05,HIGH
Sholinganallur,54,42,165,156,92,65,41,62,56,99,32,13,59.71,HIGH
Sholinganallur,46,34,112,76,184,48,99,70,65,66,25,63,100.0,SEVERE
Sholinganallur,89,51,36,191,246,65,63,31,46,94,30,49,100.0,SEVERE
Sholinganallur,10,68,115,164,221,41,16,68,77,71,3,47,81.09,SEVERE
Sholinganallur,50,66,90,120,63,18,75,32,83,63,34,24,54.72,MODERATE
Sholinganallur,74,34,107,88,207,57,65,25,41,78,13,65,100.0,SEVERE
Sholinganallur,18,28,73,133,88,17,87,43,73,83,5,59,42.42,MODERATE
Sholinganallur,59,108,119,186,167,45,94,16,53,49,23,83,92.85,SEVERE
Sholinganallur,68,107,155,135,94,49,77,51,49,52,23,44,68.29,HIGH
Sholinganallur,10,43,168,206,120,94,21,8,43,71,2,23,100.0,SEVERE
Sholinganallur,58,118,68,202,131,88,78,21,35,72,18,28,93.98,SEVERE
Sholinganallur,70,39,140,76,149,11,64,18,37,51,8,16,68.15,HIGH
Sholinganallur,34,97,113,93,72,76,2,36,22,86,34,35,58.72,HIGH
Sholinganallur,50,58,88,81,110,59,73,61,58,85,21,38,81.17,SEVERE
Sholinganallur,34,96,61,59,158,16,19,33,20,53,19,39,83.68,SEVERE
Sholinganallur,67,79,128,164,70,77,33,53,42,63,25,84,54.79,MODERATE
Sholinganallur,53,72,175,85,250,65,61,49,80,80,5,72,100.0,SEVERE
Sholinganallur,84,114,41,157,246,92,54,73,86,40,31,61,100.0,SEVERE
Sholinganallur,83,49,95,100,253,51,11,5,93,54,27,12,100.0,SEVERE
Sholinganallur,27,108,78,219,179,48,5,24,24,91,5,19,82.25,SEVERE
Sholinganallur,87,91,45,135,249,18,79,6,80,72,31,43,100.0,SEVERE
Sholinganallur,35,84,101,123,219,29,11,41,81,49,13,63,84.31,SEVERE
Sholinganallur,52,101,161,126,146,33,44,67,57,81,15,66,77.4,SEVERE
Sholinganallur,84,107,57,88,250,44,31,64,65,47,5,74,99.38,SEVERE
Sholinganallur,78,32,161,63,187,81,61,63,45,57,10,19,100.0,SEVERE
Sholinganallur,70,41,59,174,167,28,70,21,78,41,21,57,92.03,SEVERE
Sholinganallur,40,85,67,146,211,92,36,40,55,91,33,61,100.0,SEVERE
Sholinganallur,70,101,138,149,239,65,84,18,69,66,30,80,100.0,SEVERE
Sholinganallur,49,20,177,93,184,51,90,66,78,78,5,83,100.0,SEVERE
Sholinganallur,40,59,176,89,175,28,91,60,51,44,7,29,95.42,SEVERE
Sholinganallur,19,77,85,57,183,69,95,43,44,91,10,64,100.0,SEVERE
Sholinganallur,84,40,104,93,88,69,48,43,56,84,33,51,69.04,HIGH
Sholinganallur,49,30,68,84,254,44,87,46,57,96,24,29,100.0,SEVERE
Sholinganallur,10,35,45,171,148,10,74,54,73,49,30,24,85.99,SEVERE
Sholinganallur,27,57,42,130,195,36,53,76,37,57,5,53,95.4,SEVERE
Sholinganallur,33,86,62,104,94,56,2,11,57,72,12,44,62.47,HIGH
Sholinganallur,45,104,66,83,140,16,67,34,47,72,4,40,81.37,SEVERE
Sholinganallur,55,70,102,209,246,44,92,11,43,58,25,58,100.0,SEVERE
Sholinganallur,50,46,107,107,237,73,17,75,69,61,19,25,100.0,SEVERE
Sholinganallur,72,55,90,218,257,49,4,55,73,94,33,60,100.0,SEVERE
Sholinganallur,67,80,98,118,201,45,15,78,46,56,4,47,90.15,SEVERE
Sholinganallur,29,37,48,152,119,73,40,52,26,59,15,14,88.7,SEVERE
Sholinganallur,42,70,150,181,62,64,90,70,44,86,28,39,71.59,HIGH
Sholinganallur,70,94,148,212,231,45,56,53,84,63,12,69,100.0,SEVERE
Sholinganallur,21,111,149,76,61,27,92,61,63,77,15,82,55.05,HIGH
Sholinganallur,26,104,113,166,243,26,96,14,76,82,29,22,100.0,SEVERE
Sholinganallur,18,75,153,131,136,33,51,78,65,83,27,72,80.59,SEVERE
Sholinganallur,36,78,78,209,206,59,45,44,78,56,29,32,100.0,SEVERE
Sholinganallur,66,53,129,173,217,90,85,37,37,45,20,63,100.0,SEVERE
Sholinganallur,66,98,139,139,63,51,64,47,63,70,20,35,62.2,HIGH
Sholinganallur,49,61,138,202,186,21,66,29,23,51,34,44,100.0,SEVERE
Porur,62,96,86,67,130,66,11,25,20,68,7,25,79.47,SEVERE
Porur,49,114,92,87,100,91,58,29,69,73,5,66,74.65,HIGH
Porur,67,64,67,61,178,69,20,36,45,93,28,31,92.08,SEVERE
Porur,37,34,78,153,258,36,5,18,50,45,3,62,100.0,SEVERE
Porur,51,77,131,216,237,36,97,7,92,48,5,19,100.0,SEVERE
Porur,61,94,37,100,86,22,74,53,35,58,32,56,54.26,MODERATE
Porur,25,49,135,137,73,78,22,56,45,85,31,71,62.16,HIGH
Porur,15,73,101,172,109,69,44,55,51,62,9,76,65.5,HIGH
Porur,44,35,167,108,108,31,19,54,56,53,30,62,63.83,HIGH
Porur,62,35,152,93,65,54,87,59,43,63,21,28,64.94,HIGH
Porur,27,29,135,54,221,92,11,12,90,47,15,79,100.0,SEVERE
Porur,40,63,170,160,123,89,58,12,49,54,23,78,95.84,SEVERE
Porur,83,119,130,103,89,90,41,30,75,82,28,80,77.47,SEVERE
Porur,23,40,125,148,231,81,81,10,72,91,34,37,100.0,SEVERE
Porur,22,53,71,204,95,21,57,48,62,48,18,84,66.81,HIGH
Porur,20,43,165,100,164,42,61,35,53,89,20,55,100.0,SEVERE
Porur,75,91,163,127,171,20,11,13,67,59,11,58,78.54,SEVERE
Porur,54,75,55,95,107,69,24,7,40,68,27,14,80.12,SEVERE
Porur,37,21,75,129,185,75,52,12,49,84,23,56,100.0,SEVERE
Porur,89,79,121,107,158,70,85,63,69,86,3,31,94.22,SEVERE
Porur,70,34,62,134,253,10,87,19,40,77,26,79,100.0,SEVERE
Porur,48,75,72,158,113,89,17,54,59,46,21,21,74.11,HIGH
Porur,15,41,77,207,104,88,53,76,82,57,20,67,74.58,HIGH
Porur,46,23,160,95,234,27,54,32,86,97,27,77,100.0,SEVERE
Porur,83,73,84,82,201,33,65,9,67,78,19,62,100.0,SEVERE
Porur,45,107,173,77,131,73,51,15,55,62,26,51,82.69,SEVERE
Porur,32,35,162,96,186,20,44,75,68,57,26,50,63.25,HIGH
Porur,85,76,39,119,162,89,73,21,58,50,17,52,97.16,SEVERE
Porur,44,99,108,57,208,62,69,58,32,98,34,21,100.0,SEVERE
Porur,29,23,68,63,229,76,18,47,35,73,31,80,100.0,SEVERE
Porur,25,36,53,154,191,85,9,24,74,80,16,22,100.0,SEVERE
Porur,52,110,63,70,207,12,98,63,50,61,14,41,100.0,SEVERE
Porur,26,37,113,160,205,36,48,12,54,81,12,35,100.0,SEVERE
Porur,58,111,43,194,68,37,42,22,94,93,20,46,64.48,HIGH
Porur,48,102,62,97,63,20,19,51,84,75,16,31,34.93,LOW
Porur,21,99,94,109,65,30,1,59,56,87,20,86,47.8,MODERATE
Porur,19,108,74,180,185,69,26,28,61,41,12,50,90.35,SEVERE
Porur,88,48,165,207,194,23,20,75,20,70,21,77,91.11,SEVERE
Porur,50,83,174,144,84,88,51,18,34,52,25,85,94.24,SEVERE
Porur,81,83,117,60,254,16,61,49,58,73,15,55,100.0,SEVERE
Porur,64,94,57,218,79,33,34,29,46,59,16,71,45.38,MODERATE
Porur,30,87,43,125,104,61,7,67,40,70,20,48,66.12,HIGH
Porur,71,71,66,94,147,81,96,34,49,47,20,29,97.11,SEVERE
Porur,27,111,153,101,84,32,37,35,81,98,26,77,58.49,HIGH
Porur,82,81,69,184,94,75,88,41,69,83,31,56,98.92,SEVERE
Porur,38,25,136,112,202,15,32,34,26,89,21,77,100.0,SEVERE
Porur,79,26,161,163,223,52,16,16,28,88,19,27,96.77,SEVERE
Porur,30,94,164,153,259,43,33,56,30,94,27,12,100.0,SEVERE
Porur,69,41,143,130,195,46,45,34,31,51,7,74,100.0,SEVERE
Porur,78,108,68,110,142,81,67,45,37,63,2,66,96.04,SEVERE
Porur,34,68,173,122,227,59,49,48,36,65,12,70,100.0,SEVERE
Porur,75,65,173,152,237,93,32,24,82,53,26,24,100.0,SEVERE
Porur,51,64,127,116,139,27,15,71,76,66,29,58,77.38,SEVERE
Porur,53,30,134,61,162,41,13,40,35,54,31,37,83.98,SEVERE
Porur,34,55,139,70,245,20,65,5,81,81,29,84,100.0,SEVERE
Porur,77,29,128,218,135,92,50,40,42,46,30,67,100.0,SEVERE
Porur,24,97,100,156,67,61,67,78,45,44,4,21,55.27,HIGH
Porur,25,34,39,115,180,33,49,23,80,41,8,55,86.61,SEVERE
Porur,15,75,74,101,244,90,25,49,60,97,33,38,100.0,SEVERE
Porur,10,98,142,190,87,14,17,51,20,79,31,21,60.58,HIGH
Porur,85,44,67,52,201,83,1,41,74,86,32,67,100.0,SEVERE
Porur,84,63,94,122,250,33,75,51,24,69,8,68,100.0,SEVERE
Porur,15,33,145,196,118,80,55,31,53,81,32,49,85.49,SEVERE
Porur,52,59,101,141,88,14,66,18,59,86,9,40,67.14,HIGH
Porur,70,36,166,119,61,71,14,32,57,84,15,78,71.44,HIGH
Porur,36,100,131,71,210,45,34,12,94,43,34,15,99.19,SEVERE
Porur,49,103,120,142,83,90,37,45,87,77,26,24,68.79,HIGH
Porur,24,58,155,208,224,89,99,19,84,77,30,61,100.0,SEVERE
Porur,70,32,108,161,152,77,12,30,91,70,7,19,84.18,SEVERE
Porur,13,30,89,85,84,35,64,66,42,82,29,10,60.02,HIGH
Porur,64,95,157,118,191,12,44,77,31,49,25,50,78.93,SEVERE
Porur,23,93,86,182,148,43,23,54,41,94,15,75,83.91,SEVERE
Porur,46,64,104,200,200,12,5,6,71,52,14,76,83.16,SEVERE
Porur,16,48,47,156,207,25,52,27,26,68,25,28,100.0,SEVERE
Porur,14,36,76,194,88,49,53,14,23,47,3,50,87.88,SEVERE
Porur,30,43,177,213,189,49,15,74,20,49,24,24,100.0,SEVERE
Porur,12,46,128,81,211,18,61,10,74,85,28,32,92.92,SEVERE
Porur,68,38,39,110,193,41,80,42,94,92,17,76,100.0,SEVERE
Porur,34,60,176,190,89,10,52,45,75,55,28,43,51.08,MODERATE
Porur,85,59,116,201,63,55,70,72,24,83,28,38,80.65,SEVERE
Porur,62,58,60,190,103,25,88,75,65,74,13,58,70.02,HIGH
Porur,62,75,162,163,137,65,23,21,82,74,3,38,76.65,SEVERE
Porur,79,74,41,80,78,72,75,39,74,73,26,63,68.34,HIGH
Porur,35,94,167,85,193,19,37,55,40,54,14,19,90.13,SEVERE
Porur,36,51,175,218,75,23,73,27,68,95,7,87,53.03,MODERATE
Porur,50,108,115,73,109,74,56,5,57,64,2,29,89.41,SEVERE
Porur,15,21,85,129,150,69,17,8,70,93,7,38,90.16,SEVERE
Porur,78,42,112,107,193,26,9,43,84,77,26,44,78.56,SEVERE
Porur,88,98,137,101,179,62,65,71,71,53,9,59,100.0,SEVERE
Porur,58,72,153,216,65,36,33,47,42,58,2,10,33.74,LOW
Porur,33,44,73,215,192,65,18,72,34,98,33,55,100.0,SEVERE
Porur,36,85,73,83,115,10,93,24,79,66,13,28,71.62,HIGH
Porur,45,85,151,161,153,85,89,77,26,93,8,59,100.0,SEVERE
Porur,10,114,164,79,180,22,56,28,76,74,18,64,91.72,SEVERE
Porur,57,97,106,79,61,35,76,29,91,59,16,70,61.69,HIGH
Porur,16,39,161,53,74,76,62,78,36,79,6,57,70.82,HIGH
Porur,43,45,177,61,219,53,68,24,86,67,15,46,100.0,SEVERE
Porur,21,68,103,114,257,19,91,70,21,82,8,13,100.0,SEVERE
Porur,33,29,55,60,228,15,75,16,88,90,22,76,100.0,SEVERE
Porur,27,81,168,172,113,72,88,71,75,83,27,68,95.65,SEVERE
Porur,24,75,84,86,116,17,43,36,50,45,22,23,64.07,HIGH
Porur,14,50,94,214,165,42,83,23,87,64,12,34,85.44,SEVERE
Porur,56,83,129,54,235,53,69,7,77,80,14,84,100.0,SEVERE
Porur,75,40,179,176,97,77,42,69,32,55,13,46,83.63,SEVERE
Porur,66,22,82,162,112,46,60,23,92,90,34,49,63.97,HIGH
Porur,68,99,61,197,165,75,82,12,27,43,23,83,100.0,SEVERE
Porur,48,59,49,153,241,28,0,21,33,67,5,38,99.9,SEVERE
Porur,47,27,41,133,178,24,32,50,55,46,14,25,86.31,SEVERE
Porur,34,43,54,175,243,33,63,22,88,57,5,80,100.0,SEVERE
Porur,82,44,74,141,180,42,79,64,29,99,7,52,99.32,SEVERE
Porur,20,54,39,215,88,51,21,18,49,98,17,86,74.21,HIGH
Porur,82,54,107,165,177,80,16,42,69,59,30,34,95.35,SEVERE
Porur,64,31,55,182,101,18,26,34,22,90,5,42,64.42,HIGH
Porur,13,114,170,71,99,85,41,9,30,64,20,60,91.68,SEVERE
Porur,30,73,81,84,223,58,47,15,25,87,33,56,100.0,SEVERE
Porur,32,25,55,134,145,57,69,24,41,80,8,16,83.35,SEVERE
Porur,19,93,112,75,230,30,67,53,82,83,25,14,100.0,SEVERE
Porur,30,64,76,150,70,48,34,53,58,85,7,85,56.3,HIGH
Porur,53,36,153,94,245,22,86,34,65,92,6,37,100.0,SEVERE
Porur,18,72,38,218,240,25,17,63,59,89,33,42,100.0,SEVERE
Porur,60,63,78,94,164,46,45,12,86,82,32,76,84.89,SEVERE
Porur,62,76,168,89,65,20,17,54,30,48,15,72,48.64,MODERATE
Porur,32,101,97,112,214,41,35,61,44,70,23,26,92.52,SEVERE
Porur,33,54,120,67,69,45,96,48,63,76,30,76,66.54,HIGH
Porur,53,42,176,94,226,18,60,60,57,46,6,58,97.71,SEVERE
Porur,18,98,101,62,133,27,98,73,27,74,2,46,97.75,SEVERE
Porur,15,110,68,94,237,86,9,13,84,98,18,23,100.0,SEVERE
Porur,64,29,128,186,88,93,98,27,28,59,10,32,90.23,SEVERE
Porur,35,98,43,60,120,92,83,74,84,47,15,52,73.56,HIGH
Porur,58,105,72,171,81,11,64,10,40,87,18,40,59.43,HIGH
Porur,86,93,87,121,80,22,26,34,94,92,5,36,40.55,MODERATE
Porur,39,115,61,165,138,55,86,67,82,64,3,88,99.27,SEVERE
Porur,48,48,60,113,126,33,95,54,36,78,25,51,78.22,SEVERE
Porur,44,67,66,183,246,65,20,43,79,42,21,62,100.0,SEVERE
Porur,81,32,117,185,224,49,99,29,53,89,16,37,98.32,SEVERE
Porur,87,81,61,58,253,45,20,21,27,51,27,62,100.0,SEVERE
Porur,63,116,168,117,180,35,88,73,36,69,9,59,93.45,SEVERE
Porur,88,107,61,72,222,16,40,79,53,40,34,66,83.08,SEVERE
Porur,58,75,174,183,111,94,96,8,42,76,30,67,89.85,SEVERE
Porur,17,109,112,127,255,23,25,69,41,96,30,17,100.0,SEVERE
Porur,49,41,41,51,95,32,30,69,58,48,4,20,46.59,MODERATE
Porur,13,60,99,75,71,29,15,64,88,77,27,70,32.19,LOW
Porur,89,65,113,185,158,32,1,17,26,62,27,36,88.5,SEVERE
Porur,57,115,80,132,252,61,39,14,90,76,3,54,100.0,SEVERE
Porur,25,61,178,182,172,35,76,48,59,95,14,60,100.0,SEVERE
Porur,53,107,83,207,175,27,16,19,42,73,30,89,76.78,SEVERE
Porur,59,53,70,141,225,15,11,18,35,48,6,12,100.0,SEVERE
Porur,22,52,176,78,257,53,72,29,44,63,6,35,100.0,SEVERE
Porur,55,88,55,68,170,28,97,19,29,59,12,22,100.0,SEVERE
Porur,52,44,48,60,70,83,26,27,63,45,21,51,44.7,MODERATE
Porur,11,97,88,60,171,49,95,75,60,49,26,26,100.0,SEVERE
Porur,38,117,109,115,97,65,26,16,28,78,32,30,65.17,HIGH
Porur,21,28,127,139,65,30,19,56,69,84,5,77,36.95,MODERATE
Porur,79,65,148,164,214,11,8,72,78,76,12,43,90.07,SEVERE
Porur,60,95,90,191,78,78,67,43,48,62,13,85,76.3,SEVERE
Porur,89,74,127,151,161,63,90,58,83,73,27,80,87.98,SEVERE
Porur,64,64,147,78,199,59,88,51,59,71,20,81,100.0,SEVERE
Porur,52,48,58,197,231,89,39,36,78,51,3,43,100.0,SEVERE
Porur,26,71,171,96,140,36,29,54,48,77,2,62,80.16,SEVERE
Porur,79,53,136,109,240,90,90,34,43,76,28,51,100.0,SEVERE
Porur,70,56,71,123,175,81,30,17,43,75,9,41,97.19,SEVERE
Porur,51,92,110,51,112,81,51,57,77,73,21,28,78.6,SEVERE
Porur,33,82,169,124,180,83,67,24,41,78,11,29,100.0,SEVERE
Porur,30,24,146,116,186,24,31,50,29,59,25,71,88.32,SEVERE
Porur,12,75,135,150,141,11,22,7,54,58,4,58,82.93,SEVERE
Porur,43,29,137,169,245,68,36,55,79,70,28,87,100.0,SEVERE
Porur,49,103,161,94,61,78,23,79,22,94,24,34,70.92,HIGH
Porur,19,29,149,165,85,39,66,54,47,64,4,10,78.09,SEVERE
Porur,84,24,178,122,221,81,35,60,45,87,33,74,100.0,SEVERE
Porur,20,70,161,69,240,60,4,59,20,76,18,69,100.0,SEVERE
Porur,40,96,173,85,130,84,31,23,82,69,21,48,80.72,SEVERE
Porur,68,56,110,81,62,58,13,73,91,58,11,50,67.69,HIGH
Porur,18,65,62,191,88,47,83,38,33,49,21,19,62.99,HIGH
Porur,40,102,134,73,223,87,20,31,49,65,17,81,100.0,SEVERE
Porur,38,72,50,97,176,24,96,25,32,86,4,35,100.0,SEVERE
Porur,77,39,95,131,198,39,52,42,20,74,20,89,100.0,SEVERE
Porur,37,89,165,76,173,88,55,71,51,93,22,48,100.0,SEVERE
Porur,33,95,102,116,153,39,80,34,55,73,23,36,79.37,SEVERE
Porur,54,84,113,136,249,14,9,75,86,64,19,45,100.0,SEVERE
Porur,70,56,90,164,139,11,17,70,47,46,32,89,70.99,HIGH
Porur,70,26,78,145,169,38,0,76,66,85,16,50,73.84,HIGH
Porur,63,119,147,163,62,53,95,34,61,59,8,66,81.43,SEVERE
Porur,57,104,171,144,70,59,88,40,62,85,16,43,77.91,SEVERE
Porur,49,52,121,167,242,85,78,62,53,60,20,66,100.0,SEVERE
Porur,11,25,96,184,217,78,70,6,86,96,30,45,100.0,SEVERE
Porur,24,98,174,203,164,80,83,78,47,77,28,28,100.0,SEVERE
Porur,38,95,170,76,125,89,59,20,65,92,14,48,87.05,SEVERE
Porur,55,115,144,121,157,69,7,22,37,88,29,75,94.62,SEVERE
Porur,34,22,72,123,237,24,86,66,31,55,17,85,100.0,SEVERE
Porur,35,110,173,151,90,32,12,65,43,82,10,88,62.54,HIGH
Porur,48,25,54,219,223,81,64,21,27,83,12,10,100.0,SEVERE
Porur,77,56,179,114,206,30,60,25,78,67,3,29,100.0,SEVERE
Porur,31,77,174,170,122,67,96,23,37,42,29,76,100.0,SEVERE
Porur,62,117,168,213,138,63,16,72,43,66,21,72,69.02,HIGH
Porur,67,99,118,120,242,42,62,26,56,62,10,75,100.0,SEVERE
Porur,16,44,66,170,238,42,33,46,94,62,11,51,100.0,SEVERE
Porur,51,93,37,178,79,43,34,56,38,54,31,48,49.85,MODERATE
Porur,59,88,131,205,216,35,16,68,47,58,5,54,100.0,SEVERE
Porur,69,92,113,196,256,79,34,25,20,99,26,84,100.0,SEVERE
Porur,21,24,149,101,135,81,48,76,60,89,6,41,98.2,SEVERE
